"","probes","moduleColor"
"5542","ZKSCAN5","magenta"
"5555","TRNP1","magenta"
"5557","EVA1C","magenta"
"5566","LRRK1","magenta"
"5577","SDF4","magenta"
"5598","CYB5D2","magenta"
"5612","TTC31","magenta"
"5614","POP4","magenta"
"5635","ZNF169","magenta"
"5638","LRP1B","magenta"
"5642","VARS","magenta"
"5649","ABLIM1","magenta"
"5654","NEO1","magenta"
"5660","LMNA","magenta"
"5662","SERP2","magenta"
"5676","ARID3B","magenta"
"5710","PRPF4","magenta"
"5726","ACYP2","magenta"
"5731","ANKRD28","magenta"
"5738","PLA2G6","magenta"
"5754","TSTA3","magenta"
"5777","PHF14","magenta"
"5779","MTFR2","magenta"
"5781","TBX1","magenta"
"5784","FAM188B","magenta"
"5786","PITRM1","magenta"
"5794","INCENP","magenta"
"5814","LGALS14","magenta"
"5822","GNB5","magenta"
"5825","KAT6B","magenta"
"5841","TMEM43","magenta"
"5844","EFCAB7","magenta"
"5854","CNIH2","magenta"
"5887","C5orf45","magenta"
"5896","TMTC1","magenta"
"5907","PPP2R5D","magenta"
"5913","TUBB6","magenta"
"5937","ZNF516","magenta"
"5946","ARCN1","magenta"
"5949","BTD","magenta"
"5963","SCRN3","magenta"
"5966","RALGDS","magenta"
"5981","UST","magenta"
"5985","TLN2","magenta"
"5987","ALAS1","magenta"
"5996","FCGBP","magenta"
"6034","IER2","magenta"
"6039","DDX24","magenta"
"6060","DPP3","magenta"
"6065","ENPP1","magenta"
"6067","SAP30","magenta"
"6072","TCTEX1D2","magenta"
"6075","MUC21","magenta"
"6082","EPHX1","magenta"
"6083","TUBG2","magenta"
"6097","KCNK6","magenta"
"6101","PIP4K2B","magenta"
"6107","ITFG2","magenta"
"6132","EHHADH","magenta"
"6166","GNG5","magenta"
"6171","AXL","magenta"
"6182","SHC1","magenta"
"6223","JAKMIP2","magenta"
"6229","CNGB1","magenta"
"6233","PACSIN2","magenta"
"6241","IGF2BP2","magenta"
"6242","HOXA9","magenta"
"6246","RPS6KA2","magenta"
"6257","RETSAT","magenta"
"6258","KLHDC10","magenta"
"6267","MECP2","magenta"
"6273","ZMYM1","magenta"
"6291","PKIG","magenta"
"6298","MTCH1","magenta"
"6310","C19orf81","magenta"
"6314","BBS7","magenta"
"6328","KTI12","magenta"
"6348","ADAM32","magenta"
"6353","PLSCR3","magenta"
"6364","CSHL1","magenta"
"6370","AHSA1","magenta"
"6379","LANCL1","magenta"
"6444","NIP7","magenta"
"6450","LIMA1","magenta"
"6457","ZNF556","magenta"
"6465","PTGR1","magenta"
"6474","VPS29","magenta"
"6482","CD93","magenta"
"6494","TCEB1","magenta"
"6499","ACTG1","magenta"
"6506","TMEM67","magenta"
"6507","NDEL1","magenta"
"6531","ADAMTSL1","magenta"
"6532","KLK8","magenta"
"6558","H2AFY2","magenta"
"6569","MEIS1","magenta"
"6587","RICTOR","magenta"
"6595","DDHD2","magenta"
"6610","DEFB125","magenta"
"6622","CCT5","magenta"
"6624","TRIM61","magenta"
"6628","C8orf33","magenta"
"6633","ZNF746","magenta"
"6635","TCTN2","magenta"
"6645","TM6SF2","magenta"
"6660","SLC35D2","magenta"
"6661","SHBG","magenta"
"6662","APOL2","magenta"
"6665","PPHLN1","magenta"
"6669","COL6A3","magenta"
"6673","OGG1","magenta"
"6684","GOLPH3L","magenta"
"6685","LIG1","magenta"
"6691","THADA","magenta"
"6696","PGAM4","magenta"
"6700","HOXD13","magenta"
"6714","PCOLCE","magenta"
"6716","UBE2D4","magenta"
"6722","C17orf97","magenta"
"6729","HCCS","magenta"
"6734","ABI2","magenta"
"6741","NFIL3","magenta"
"6748","LRIG1","magenta"
"6755","STXBP4","magenta"
"6764","GEMIN6","magenta"
"6781","MED10","magenta"
"6793","ZNF257","magenta"
"6794","TMA7","magenta"
"6807","AES","magenta"
"6820","LIX1L","magenta"
"6823","DPT","magenta"
"6846","RAB11FIP3","magenta"
"6853","ELP6","magenta"
"6868","PRTFDC1","magenta"
"6877","ACAT2","magenta"
"6898","SCFD2","magenta"
"6900","MAGEA10","magenta"
"6905","ABL1","magenta"
"6934","PRR16","magenta"
"6945","MKRN3","magenta"
"6952","ALDH1A1","magenta"
"6959","RIPPLY2","magenta"
"6963","CNTN4","magenta"
"6967","BLM","magenta"
"6968","SRPX","magenta"
"6979","CCDC107","magenta"
"6980","CMBL","magenta"
"6982","GFPT2","magenta"
"7011","PEX11G","magenta"
"7036","TTC25","magenta"
"7049","VPS37B","magenta"
"7053","PAPLN","magenta"
"7059","SLC39A3","magenta"
"7072","BUD31","magenta"
"7079","NAPRT","magenta"
"7110","KCNB1","magenta"
"7125","SCG3","magenta"
"7135","GPM6A","magenta"
"7153","MNS1","magenta"
"7173","ZP4","magenta"
"7183","SKP1","magenta"
"7185","KEAP1","magenta"
"7212","CPXM1","magenta"
"7216","FOXO4","magenta"
"7234","DDX50","magenta"
"7235","DOCK3","magenta"
"7253","CBLN1","magenta"
"7259","ZNF696","magenta"
"7261","MAP6","magenta"
"7269","METRN","magenta"
"7281","RPS27L","magenta"
"7284","TRIM47","magenta"
"7292","SBSN","magenta"
"7311","CCK","magenta"
"7315","CPNE7","magenta"
"7324","C1QTNF9B-AS1","magenta"
"7332","DLGAP2","magenta"
"7338","TCP11L1","magenta"
"7348","CYP20A1","magenta"
"7357","MYL6B","magenta"
"7383","IL34","magenta"
"7397","SNORD15B","magenta"
"7416","UBAC2","magenta"
"7419","KRTAP4-4","magenta"
"7429","TP53INP1","magenta"
"7444","FAM19A3","magenta"
"7455","SNX27","magenta"
"7456","ZCCHC2","magenta"
"7460","FBXO17","magenta"
"7467","RNF14","magenta"
"7475","VAMP3","magenta"
"7478","CDK16","magenta"
"7482","CAMLG","magenta"
"7489","HOXD10","magenta"
"7501","ZNF3","magenta"
"7507","MEAF6","magenta"
"7516","IQCH","magenta"
"7520","HOXD8","magenta"
"7558","KNL1","magenta"
"7570","C12orf50","magenta"
"7571","CCDC53","magenta"
"7574","SOCS5","magenta"
"7579","LRR1","magenta"
"7580","SLX4IP","magenta"
"7587","TFAM","magenta"
"7597","CEBPA","magenta"
"7617","KMT2B","magenta"
"7620","GREB1","magenta"
"7629","CAPN2","magenta"
"7635","KANK2","magenta"
"7651","PGM2L1","magenta"
"7652","KBTBD8","magenta"
"7670","DTYMK","magenta"
"7717","ADAMDEC1","magenta"
"7720","FSIP1","magenta"
"7754","AAED1","magenta"
"7755","C9orf66","magenta"
"7788","PSTK","magenta"
"7794","NUDT11","magenta"
"7802","DMGDH","magenta"
"7804","CCT8","magenta"
"7810","SORBS3","magenta"
"7813","SYT11","magenta"
"7820","APEH","magenta"
"7825","OTUD7A","magenta"
"7832","ALG1","magenta"
"7847","SETDB1","magenta"
"7857","EML4","magenta"
"7858","PDE6G","magenta"
"7875","RNLS","magenta"
"7884","TSPAN4","magenta"
"7904","EXTL1","magenta"
"7909","SLTM","magenta"
"7913","PLCL1","magenta"
"7918","CNTN2","magenta"
"7937","ARL4D","magenta"
"7941","KCTD10","magenta"
"7954","WBSCR27","magenta"
"7956","MED16","magenta"
"7977","WDR26","magenta"
"7989","PCDHGB4","magenta"
"7996","SYTL4","magenta"
"8001","SMOC2","magenta"
"8021","REM1","magenta"
"8036","FEM1A","magenta"
"8040","ZNF23","magenta"
"8052","ETS2","magenta"
"8061","TARSL2","magenta"
"8066","OSTM1","magenta"
"8076","NCBP2","magenta"
"8082","TMEM120B","magenta"
"8086","KDM4B","magenta"
"8092","BEST3","magenta"
"8093","ARSG","magenta"
"8100","SLC25A3","magenta"
"8110","C2orf48","magenta"
"8113","PYGM","magenta"
"8118","SETD7","magenta"
"8133","ZNF227","magenta"
"8138","MS4A15","magenta"
"8145","NEK4","magenta"
"8148","H6PD","magenta"
"8158","HSPB6","magenta"
"8160","CERK","magenta"
"8167","FBXO27","magenta"
"8175","FERD3L","magenta"
"8191","ARID5B","magenta"
"8211","FBLN2","magenta"
"8215","IER5","magenta"
"8225","NOVA1","magenta"
"8253","CPNE8","magenta"
"8266","MGAT4B","magenta"
"8287","NUCB1","magenta"
"8291","PCDHB4","magenta"
"8315","UNC13A","magenta"
"8324","MRPS11","magenta"
"8331","ZCCHC9","magenta"
"8348","SRSF3","magenta"
"8356","SLC6A16","magenta"
"8370","BST2","magenta"
"8371","CHST3","magenta"
"8379","MAP4K2","magenta"
"8380","APBA2","magenta"
"8386","PCDHB10","magenta"
"8390","C9orf116","magenta"
"8408","LGALS1","magenta"
"8413","ZNF519","magenta"
"8427","IVD","magenta"
"8440","FAM35A","magenta"
"8441","LMTK2","magenta"
"8465","SESTD1","magenta"
"8469","PPP4R1","magenta"
"8483","UQCC1","magenta"
"8485","NIN","magenta"
"8497","SNORD22","magenta"
"8509","ADAL","magenta"
"8526","IGFBP2","magenta"
"8541","SLC27A5","magenta"
"8548","RGS17","magenta"
"8559","GGNBP2","magenta"
"8560","SUMO3","magenta"
"8563","GTF2H3","magenta"
"8635","ZNF135","magenta"
"8655","IREB2","magenta"
"8672","C2orf76","magenta"
"8673","MRPS30","magenta"
"8682","BHLHE41","magenta"
"8693","TWSG1","magenta"
"8696","AADAT","magenta"
"8707","PARPBP","magenta"
"8727","WDR36","magenta"
"8733","FAM21C","magenta"
"8736","WARS","magenta"
"8748","LEMD3","magenta"
"8758","KCNMB4","magenta"
"8786","RAB33B","magenta"
"8794","MOSPD1","magenta"
"8811","F8A3","magenta"
"8818","S100A16","magenta"
"8822","OR2F1","magenta"
"8825","GPATCH11","magenta"
"8832","PRELID3B","magenta"
"8833","LUC7L3","magenta"
"8842","ZNF30","magenta"
"8849","PUM2","magenta"
"8858","PHOSPHO2","magenta"
"8891","STXBP1","magenta"
"8892","NGLY1","magenta"
"8898","NDUFS1","magenta"
"8901","KIAA1644","magenta"
"8932","GATM","magenta"
"8964","TMEFF1","magenta"
"8974","CLDN20","magenta"
"8983","OPA1","magenta"
"8986","VDAC3","magenta"
"8992","CHRNA4","magenta"
"9015","GSPT2","magenta"
"9043","DNAL1","magenta"
"9054","ZDHHC7","magenta"
"9071","MRPL16","magenta"
"9072","ZKSCAN7","magenta"
"9079","VSIG8","magenta"
"9084","NPHP1","magenta"
"9099","RUFY3","magenta"
"9131","TEX2","magenta"
"9134","STRAP","magenta"
"9141","CLSTN2","magenta"
"9146","C8B","magenta"
"9179","RXFP3","magenta"
"9182","SETDB2","magenta"
"9193","NTRK1","magenta"
"9216","HIST2H2BE","magenta"
"9292","RIMBP3","magenta"
"9305","NRBP2","magenta"
"9307","WDR93","magenta"
"9318","SH3BGR","magenta"
"9322","RMDN1","magenta"
"9323","FASTKD5","magenta"
"9344","NDUFC1","magenta"
"9345","MTF2","magenta"
"9355","HIST1H1T","magenta"
"9362","MT1B","magenta"
"9378","TCEB2","magenta"
"9383","MMD","magenta"
"9385","IARS","magenta"
"9395","CGA","magenta"
"9397","TCEAL3","magenta"
"9399","SPPL2A","magenta"
"9417","PKDCC","magenta"
"9419","KIF2A","magenta"
"9499","ISCU","magenta"
"9509","DCBLD2","magenta"
"9537","TRIOBP","magenta"
"9564","THBS4","magenta"
"9572","OR1L1","magenta"
"9575","AEBP1","magenta"
"9597","RCVRN","magenta"
"9600","FOXN2","magenta"
"9604","SLC16A14","magenta"
"9612","TMED10","magenta"
"9617","KDM4A","magenta"
"9621","DIXDC1","magenta"
"9625","COLGALT2","magenta"
"9626","MARK2","magenta"
"9632","PAG1","magenta"
"9647","HPRT1","magenta"
"9661","PLCL2","magenta"
"9665","TXLNA","magenta"
"9675","THTPA","magenta"
"9689","ZDHHC15","magenta"
"9694","TSPY26P","magenta"
"9704","KYNU","magenta"
"9705","RPL29","magenta"
"9706","TAF4","magenta"
"9711","DESI1","magenta"
"9749","TSPYL5","magenta"
"9760","CYP2D7","magenta"
"9766","ZNF772","magenta"
"9773","TREML3P","magenta"
"9787","EIF4E2","magenta"
"9792","RNF19A","magenta"
"9802","STIM2","magenta"
"9809","BCS1L","magenta"
"9816","ADH5","magenta"
"9827","NRXN2","magenta"
"9840","PIGT","magenta"
"9844","ZNF71","magenta"
"9845","FOXO1","magenta"
"9862","ANAPC16","magenta"
"9863","USP54","magenta"
"9921","NFE2L1","magenta"
"9924","GTF2H5","magenta"
"9926","NLGN1","magenta"
"9947","B3GALT6","magenta"
"9954","MALSU1","magenta"
"9961","LRRC8A","magenta"
"9969","FAM117B","magenta"
"9971","VKORC1","magenta"
"10001","USP18","magenta"
"10012","METAP1D","magenta"
"10015","IFI27L2","magenta"
"10018","IST1","magenta"
"10028","RASD1","magenta"
"10031","ACKR4","magenta"
"10032","CYB5R3","magenta"
"10039","TSPYL4","magenta"
"10056","TRPM3","magenta"
"10071","UROD","magenta"
"10085","DTWD1","magenta"
"10094","LRRC19","magenta"
"10119","RAB11FIP2","magenta"
"10129","MRPS33","magenta"
"10156","RSPH6A","magenta"
"10165","SERINC1","magenta"
"10167","RAB3IL1","magenta"
"10186","MMP10","magenta"
"10188","WDR47","magenta"
"10195","RABEPK","magenta"
"10199","BBS10","magenta"
"10204","IFRD2","magenta"
"10205","GDPD4","magenta"
"10208","SERPINB9","magenta"
"10213","NLN","magenta"
"10214","DNAJC19","magenta"
"10248","PTCHD4","magenta"
"10257","MTPAP","magenta"
"10281","DIRAS2","magenta"
"10307","RBM4B","magenta"
"10320","SNORD32A","magenta"
"10345","RCOR1","magenta"
"10349","TSPAN16","magenta"
"10350","POLDIP2","magenta"
"10358","KBTBD3","magenta"
"10393","ASTN2","magenta"
"10424","TRUB1","magenta"
"10434","FGF2","magenta"
"10437","BTBD6","magenta"
"10452","KCNN3","magenta"
"10453","CTTN","magenta"
"10457","PTPRM","magenta"
"10460","NFX1","magenta"
"10473","TRIM2","magenta"
"10481","ANO4","magenta"
"10487","PCDHB3","magenta"
"10511","ZMAT5","magenta"
"10517","DNALI1","magenta"
"10518","MCAT","magenta"
"10536","STKLD1","magenta"
"10550","KIF1BP","magenta"
"10570","SPOCK1","magenta"
"10572","SPATS2","magenta"
"10575","CPO","magenta"
"10582","HOXD11","magenta"
"10589","SDHC","magenta"
"10602","TSEN2","magenta"
"10610","FJX1","magenta"
"10643","CEP290","magenta"
"10646","TTLL4","magenta"
"10647","RAB21","magenta"
"10659","CFAP53","magenta"
"10672","CAPS2","magenta"
"10685","HTRA2","magenta"
"10701","PATJ","magenta"
"10715","PPP1R11","magenta"
"10722","CHML","magenta"
"10752","GEMIN8","magenta"
"10767","MAPK10","magenta"
"10781","ZNF239","magenta"
"10795","TCEAL4","magenta"
"10803","CRELD2","magenta"
"10820","MRAS","magenta"
"10837","REXO2","magenta"
"10864","BANF1","magenta"
"10878","GGT5","magenta"
"10883","KIAA1191","magenta"
"10898","ZNF778","magenta"
"10902","DNAJC22","magenta"
"10927","NDC1","magenta"
"10944","S100A11","magenta"
"10966","IGFBP5","magenta"
"10973","PCDHB17P","magenta"
"10989","CLUAP1","magenta"
"10990","ATP2B1","magenta"
"11000","SSR1","magenta"
"11008","GSTM5","magenta"
"11009","ACO1","magenta"
"11024","LONRF2","magenta"
"11027","SMAD2","magenta"
"11028","C7orf25","magenta"
"11066","EMX2","magenta"
"11094","ANKLE1","magenta"
"11100","LSM10","magenta"
"11112","MESP2","magenta"
"11115","ZCWPW1","magenta"
"11118","PRKAG1","magenta"
"11139","KIAA1143","magenta"
"11150","ZNF565","magenta"
"11189","CLPTM1L","magenta"
"11195","STX8","magenta"
"11201","COPRS","magenta"
"11205","AKIP1","magenta"
"11212","MRPL35","magenta"
"11261","TCEAL7","magenta"
"11308","RMI1","magenta"
"11321","AP1G2","magenta"
"11350","C2orf74","magenta"
"11358","R3HDM1","magenta"
"11363","KCTD8","magenta"
"11369","ZCCHC24","magenta"
"11375","FBXO38","magenta"
"11415","FBXO15","magenta"
"11420","TUB","magenta"
"11422","RALA","magenta"
"11425","ARL2BP","magenta"
"11429","EIF1AX","magenta"
"11441","DIP2B","magenta"
"11448","RPS26","magenta"
"11454","ANXA9","magenta"
"11470","OR51T1","magenta"
"11487","MFGE8","magenta"
"11488","WASF1","magenta"
"11514","WNK3","magenta"
"11520","SNX21","magenta"
"11523","PMF1","magenta"
"11527","KLHL20","magenta"
"11534","SYS1","magenta"
"11542","DEPTOR","magenta"
"11564","IFT43","magenta"
"11571","SMCO3","magenta"
"11598","ASAP2","magenta"
"11603","THAP1","magenta"
"11615","RAN","magenta"
"11616","UCHL1","magenta"
"11618","TMEM50B","magenta"
"11635","MPG","magenta"
"11661","CFAP206","magenta"
"11663","SPIRE1","magenta"
"11665","SGK223","magenta"
"11671","HIP1R","magenta"
"11692","ZNF791","magenta"
"11702","RARS2","magenta"
"11713","ACPP","magenta"
"11742","FAM107B","magenta"
"11767","CTSK","magenta"
"11780","WFS1","magenta"
"11787","MLLT11","magenta"
"11794","IRS1","magenta"
"11804","KIF1A","magenta"
"11806","MED27","magenta"
"11813","UQCRB","magenta"
"11820","RND3","magenta"
"11822","NRIP3","magenta"
"11834","NDUFA8","magenta"
"11836","IGSF22","magenta"
"11850","CTTNBP2","magenta"
"11871","HSPA12A","magenta"
"11878","MID2","magenta"
"11883","TMEM42","magenta"
"11888","OR4K13","magenta"
"11889","ZNF417","magenta"
"11905","AADAC","magenta"
"11915","DYDC2","magenta"
"11918","CT47A7","magenta"
"11919","RAI2","magenta"
"11933","ZMIZ2","magenta"
"11934","ANG","magenta"
"11941","NETO2","magenta"
"12008","BORA","magenta"
"12035","CSTB","magenta"
"12036","ALDH9A1","magenta"
"12040","ZCCHC17","magenta"
"12044","C3orf14","magenta"
"12047","MGAT1","magenta"
"12053","ZNF200","magenta"
"12062","SEC62","magenta"
"12066","NAPEPLD","magenta"
"12067","ZNF551","magenta"
"12075","MMP2","magenta"
"12085","ZEB1","magenta"
"12087","DCTN3","magenta"
"12096","CABLES2","magenta"
"12099","DHFR2","magenta"
"12101","ME3","magenta"
"12114","SERPINC1","magenta"
"12135","SH3BGRL2","magenta"
"12152","CHD9","magenta"
"12157","SUGCT","magenta"
"12158","QARS","magenta"
"12162","DCTPP1","magenta"
"12181","SIMC1","magenta"
"12182","GZF1","magenta"
"12198","CHIC1","magenta"
"12215","ZNF423","magenta"
"12220","TMEM132D","magenta"
"12244","PTRH1","magenta"
"12246","ACACB","magenta"
"12248","CDADC1","magenta"
"12253","LRRC49","magenta"
"12256","FXYD1","magenta"
"12267","NLGN2","magenta"
"12297","SOS2","magenta"
"12301","PSG2","magenta"
"12303","BRK1","magenta"
"12310","MPST","magenta"
"12315","LYPLA2","magenta"
"12316","SLC39A14","magenta"
"12318","NTS","magenta"
"12319","ZFP14","magenta"
"12323","RPL8","magenta"
"12324","SH3PXD2B","magenta"
"12326","RAMP1","magenta"
"12342","ZNF384","magenta"
"12360","KRT85","magenta"
"12369","MBNL3","magenta"
"12386","RBBP9","magenta"
"12388","TSGA10IP","magenta"
"12397","MTIF2","magenta"
"12402","HOMEZ","magenta"
"12416","IRF3","magenta"
"12419","C19orf70","magenta"
"12421","SBDSP1","magenta"
"12429","SPATA31E1","magenta"
"12436","TRADD","magenta"
"12463","THAP3","magenta"
"12489","PCDHB6","magenta"
"12568","IL10RB","magenta"
"12575","RNF150","magenta"
"12584","KRR1","magenta"
"12585","BBS2","magenta"
"12593","SCN1B","magenta"
"12599","HDAC2","magenta"
"12610","PCMTD2","magenta"
"12616","PCSK5","magenta"
"12617","NSUN7","magenta"
"12638","TOR3A","magenta"
"12644","SMAP1","magenta"
"12652","ARL4C","magenta"
"12704","CCDC7","magenta"
"12743","CYP2C8","magenta"
"12744","ISOC2","magenta"
"12745","ARL10","magenta"
"12767","ABHD15","magenta"
"12770","IQGAP2","magenta"
"12779","RIN2","magenta"
"12788","FLRT2","magenta"
"12793","LYSMD4","magenta"
"12798","STAU2","magenta"
"12813","HORMAD1","magenta"
"12817","IDE","magenta"
"12820","HSPBP1","magenta"
"12837","DPH5","magenta"
"12842","MOCS2","magenta"
"12861","ANAPC10","magenta"
"12864","C10orf107","magenta"
"12877","UBE2V2","magenta"
"12881","NDUFB4","magenta"
"12897","CDKL3","magenta"
"12914","PNMA1","magenta"
"12919","SHC3","magenta"
"12929","GARS","magenta"
"12952","SDHAF3","magenta"
"12956","PWWP2A","magenta"
"12967","ZMIZ1","magenta"
"12970","BAIAP2L2","magenta"
"12972","RAB7B","magenta"
"12977","AS3MT","magenta"
"13029","FAHD2A","magenta"
"13031","HDAC3","magenta"
"13037","MTHFD1L","magenta"
"13038","ZBTB14","magenta"
"13050","AGK","magenta"
"13059","BORCS7","magenta"
"13062","GPR75","magenta"
"13100","PHYH","magenta"
"13105","BCOR","magenta"
"13107","ENTPD1","magenta"
"13108","FANK1","magenta"
"13124","NAP1L5","magenta"
"13132","UNC13D","magenta"
"13164","DYNC1I2","magenta"
"13167","CPT1C","magenta"
"13187","RXRB","magenta"
"13195","SPHK1","magenta"
"13215","NIPAL2","magenta"
"13217","ZHX3","magenta"
"13242","POGLUT1","magenta"
"13257","NCAPD2","magenta"
"13283","RPL35","magenta"
